formula,spacegroup
NaCaFe3(PO4)4,60
YCrO3,61
EuGa,1
Cs2LiYI6,219
Er2ZnTe2(SO7)2,1
HfCr2,221
RbHCO2,56
Na2CoSiO4,30
LaLuTl2,219
Li3Cr2(PO4)3,14
Gd5Y3O12,23
Mn4CrO8,11
Sr(FeO2)2,13
PtRh3,215
Se3Br,137
Zn2CoWO6,144
TiAs2O7,14
AlV2O4,4
Nd(Ga2Fe)4,137
MnCo2Sb,219
CaP2H2O7,14
Y2Th5O13,158
ZnGeP2,120
NaSiBO4,170
Mg3Pd5,54
Li2NiPO4F,0
SrLaBr5,10
Bi3Te5Pb,154
Ca11AlSb9,44
MnAsH3O5,3
La(CoGe)2,137
Y4Co3,145
YFe3Se2ClO8,58
Sb5O7F,13
SrTaNO2,6
CrFeAs4,9
Ba2NdSbO6,198
CsTmP4(H2O3)6,14
PuTcB2,13
GaCuBr4,110
ZnSi2SnO6,14
Li6Mn3CoO10,0
Hf(MnSn)6,188
ZrFeRe,37
Li8La4TiNb7O28,7
Ba4Li2(CdAs2)3,62
Mn13Al4Si2(SbO14)2,11
Pm2MgSi,219
V4FeCoO12,4
NaCo3As3(HO6)2,14
Ba2EuMoO6,219
Zn3Si12H78(C13O2)2,1
ZrTiRh,37
U4As6Ru7,223
LiEr2S2O8F3,59
In7GeIrO8,210
BaGe4(RhS3)2,60
Li9V3P8O29,0
Tb2SO2,162
CaCo(PO3)4,14
Lu(PO3)3,146
Cs,61
Ba6Nd2Al4O15,8
Li4Mn3CoO8,9
Mn5Ni8Sn3,164
LiFe3P4O15,6
ClOF3,1
Sn3Te2Se,162
CeZnAgP2,154
K2SbF5,13
Li5Cr2O8,0
CeBC,18
RbSc(PO4)2,13
HoTlSe2,164
NaLi5Mn2P2(CO7)2,1
NaLi5Fe2P2(CO7)2,3
Li2Mn(PO4)2,1
PrInCu,186
SrLa2Fe2O7,105
Cs2SmCuCl6,219
Ho2InGe2,125
NaH4BrO2,13
CoGe2,63
HfNi2Sn,219
La3BeSbS7,170
PrSmSeS,121
Rb2CeI5,61
Na2InGe(PO4)3,8
Sm(Al2Cr)4,137
K2GaAgCl6,219
RbReSO3,13
LiMnO2,1
Na12Ta10Zn2Si15(SO24)3,0
TbSi3Ir,105
CaLaGaCuO5,7
Li(BiO2)2,60
Eu2H6Ru,219
Li3Al2VO6,1
Y2InPd2,125
PrNd,184
TaFeO4,32
V3Cr2Sn(PO4)6,144
La2Mg,11
SrCaMnRuO6,3
Dy(Co2B)6,164
ScCrC2,191
CaLaTaFeO6,6
CaFeP2O7,13
Y12Si5S28,0
BaVSe3,191
Er2Ge5Ru3,71
HfUN2,164
LuGaAu,11
NaTiAlSi(SO6)2,8
Y(Fe5Mo)2,70
NiPH16NO10,30
Y(CuGe)2,137
RbNa2Ge17,221
ZnCrAs2O7,13
Rb2Pd3S4,68
CrFeGe2,3
Tm2Fe14C,134
Y5Sb3,61
RbGdS2O9,13
Cu(Mo3S4)2,0
AlCuCl4,32
HoB2Ru3,188
TbGa2Co3,188
Ho2AlSi2,70
Nd(SmSb)3,195
Ca6La4Ti5Cr5O30,5
SrCa7TiMn7O20,0
TlSbWO6,45
Sr2Rh,219
TlV3(CrS4)2,11
Gd3Zn5Ge,186
LaZnFeWO6,6
Sr2CrCuSO3,127
Er(Ni2P)2,134
CaMg(CO3)2,153
Li6Cu(B2O5)2,0
NiS2,164
AsSe6IF6,12
Ca3FeRhO6,165
EuMgPb,61
Cs3(Cu4Se3)2,11
YHoC4,64
Th(BRu)4,140
CsScBr3,191
Zr5S8,210
CsTb(MoO4)2,14
Ba4La(RuO4)3,11
MgGa2,191
Mn4O7F,3
AcNd3,191
Mg(WO3)4,0
Li2MnOF3,4
Mg5Sc,37
LiCr(CoO3)2,11
BaCoN,61
K6Cd4Sn3Se13,158
LaTe2,127
Na2B4O7,1
Li9Mn2Co5O16,1
LiFeSiO4,157
Li3V3(BO5)2,5
LiYGe,186
ZnSnP2O7,13
Ca4Ni20H,34
Ba2ErGaSe5,1
Rb4Li(Se2O7)2,0
La5B3O13,173
Li3Mn2Fe(BO3)3,5
Dy(Mg4Al3)4,158
Er(BC)2,125
V2FeO4,73
Ti15VO24,0
Sr3Ca(Fe2O5)2,0
La2Mg17,191
Nd2In3Ni,24
LiRuF6,146
TlCl3,11
Te2Ir,1
Li2MnV(PO4)3,0
Rb2NaMoF6,219
YZnPd,186
MgV2PbO7,13
Ba2TbCeO6,198
ZnBr2,164
RbZr6MnCl14,63
Li2V3SnO8,1
CrBiO3,61
Y2W2O9,13
DyAlCu4,184
Sr2Bi2Se3O2,11
LuIO,127
La3C3Cl2,13
MgAu4Se4(ClO3)4,0
Sr4Co(IrO4)3,1
Th(SiTc)2,137
LiGa2Pt,219
NaYMg14,37
HoTh,164
Li3Mo2(PO4)3,11
Mg30ZnSiO32,121
KY(H2N)4,14
Mg2TiGa3S8,154
Co(CuO2)4,11
Sn2SbS2I3,35
KLiMn2(SiO3)4,11
Ca(YTe2)2,9
Ca2As,137
Na6FeCl8,219
MgCoO3,146
YErFe14B,134
Ta2Ni3S8,54
BaY2F8,121
CeAsPd,191
SrCaS2,121
PrNdCo14B,134
Na5Bi2As(CO4)4,0
Li3Cr10Fe5O24,7
La5AgS8,81
NaNb(CuS2)2,39
Ga3Ni5,64
NaMoO3,159
InPd3,137
CsHf6CCl15,50
Na2U2MnH8(C3O7)4,1
V2(OF)3,0
Na8Ca3Ge(PO4)6,141
Nd(In2Pd)2,25
Ce2Sc3Si4,61
Te2Rh,202
Y(FeO2)2,11
Ga2Co6C,121
Na2U2ZnH8(C3O7)4,1
MgMn2O3,162
Bi2Ir2O7,221
Ba5P4,61
NdH6SNO10,10
Er2NiAs2,183
Gd2MoO6,14
HfTiMo4,210
Ni6SnSb,24
Tb3(SbPd2)4,219
SmCo3,164
LiVP2O7,1
VOF,1
LiCuSbO4,73
TmCuPb,183
Na8(CuO2)5,7
Sc3GaC,215
Er(Al2Cu)4,137
Na6Zn4In4SiS11O48,0
GaFe3,219
Sm3Rh2,146
Sr(H9O5)2,128
TbFe3(BO3)4,153
Rb2MgO2,13
Cu6PS5Br,8
SrLiN,129
TiNiP,61
Ca4Al6MoO16,40
BrO2F,8
Na2LiVPO6,13
Li2Mn2F7,18
Ba2ScOsO6,219
Ba4Cu3Ge20,217
ErFeCo,73
ThPt3,215
Na2CoP2O7,61
Tb2Mn3Cu9P7,5
LiSmS2,164
Gd2TiCuO6,13
Li4V2Co3Ni3O16,7
K4Mn(MoO4)3,1
Yb2CdSe4,221
Eu2Cu(GeO3)4,1
NbCu3(TeSe)2,34
SrMg14Cd,37
Na6Sm4Ge4Se17,4
TbZnAgAs2,154
Co2BP4H2Pb4ClO18,165
La4Ti3O12,1
SbCSF11,14
LiVPO5,3
Li2Ti4Ni(PO5)4,13
NaLi3Ti2Cr2(PO4)6,144
Sc2Mn2O7,221
Ta2Zn3O8,14
Y6Si7Ni16,219
PmTmMg2,219
Na2NiPCO7,6
Na6ZnSi2Sn3(PO6)4,0
BaLuCo4O7,32
H2SO4,8
K2H5F7,13
YCuSi2Ni,117
Rb2AgSbCl6,219
LiCuPO4,3
K2HS2NO6,14
GdTl(WO4)2,14
LiMnV(P2O7)2,0
Sr2CaMoO6,24
Cu2GeS3,43
Ba5Gd8Zn4O21,86
Mg(ScSe2)2,61
ZrCrSi2,54
Hf2RuRh,219
K2NaPdF6,137
Sr2Ca6Mn5(FeO8)3,37
TiGaPd2,219
Ce(IO3)4,85
SiS2,120
SiO2,64
UBiSb,127
RbNbTeO6,73
BP5(Pb3O10)2,80
Fe3Co,121
Li7Mn2(CoO4)3,7
Ca5(SiO5)2,13
PrSO,13
Na3Sc3TaP5SO24,0
Li4MnCrO6,4
Mg14AlGa,37
Na3V5O10,1
Li4Cr2Fe3Sb3O16,0
Lu2Be2GeO7,111
Ba6Na2Ta2Mn2O17,191
As8S9,12
DyGe3,62
Li3Nb4VO12,0
LaPrMg2,219
Li47(NiO4)8,0
TeWSe,154
V2NO5,11
Zr2CuSb3,113
LiCrPO4,3
NaCoP3(H4O5)2,60
Lu2SO2,162
ZrGaRu2,219
MnNi7O8,219
Ho2MgSe4,61
KMg2As2H31O23,0
Sr(AgSn)2,137
Na3SbH18S4O9,195
Dy3Rh2,138
MgSc2Hg,219
CrFeRhS4,73
Na3Zr2Si2PO12,0
Li11Fe(WO4)7,7
MgMn3CrO8,7
NdTh3,215
Li3MgZn5(BH4)15,62
BiI,11
RbFeO2,32
CePrHg2,219
NbTlO3,8
La3SnN,215
NbP2,11
Li4MnV3(P2O7)4,0
K6InP3,1
LiCuCO3,171
Gd3InN,215
Ba2Fe2S2OF2,137
ThUC2,164
Gd2Au5F21,91
NaSbF4,13
BaCaLu2F10,137
Na5Mn2P2(CO7)2,10
Si2OsRu,219
ThSO,127
LiMg6Al,37
ErInRh,186
PuTe2,127
LiVF4,14
K2NaCrCl6,219
Li2Cr3P4(HO4)4,13
LiMn2(SO4)3,165
Li3Mn4(BO3)4,0
Li2MnV(P2O7)2,0
LiMoPO5,32
Lu5B4Rh15,121
MnCu2SiS4,30
Li4V3Fe3(SnO8)2,7
MnFeBO4,61
YbCu4Au,210
CaGe2O5,54
Li7Mn4CoO12,0
Na4Ca2P2SO12,8
Li7Fe3(WO8)2,7
Mg6ZnFeO8,121
Li5Fe8(BO3)8,0
Pr8Sb2S15,108
Y3AlO6,35
Y(PdO2)2,87
KSc(WO4)2,162
Na2Sr6ZnFe6F34,0
Re2NiO6,1
HoSi3Ir,105
NaErCu2F8,95
HoCuAs2,127
Li3Co(NiO3)2,162
Sr14Al8Ge3,146
LiFeCSO7,3
NaNb2SiSn2P5O24,0
La3PBr3,208
BaSr4Cl10,164
Cs3ReO5,51
HoCuO2,164
MnBiO3,30
NaTaSiSn(PO6)2,8
Cu2GeSe4,119
Ba2Tm2Zn8O13,7
TbCu4Au,210
Ga2NiRu,219
KSmS2,164
FeSCl7,13
K2MnSO4F3,59
CuH12(IN)4,11
NaTiS2,164
Co(PdSe)2,71
Ba3B3Pb2ClO9,19
Li4MnFe3O8,0
Li5Cu3(SbO5)2,1
Nd23Cd4Ru7,183
Ba3SrI8,137
Na10Y7Ta(PO4)12,0
K2Cu(ClF)2,63
Li6Fe3Co(PO4)6,0
TeAs(SeF3)2,32
K2CoI4,10
Ti4(NbAl3)3,121
K6Be4C6O19,146
Dy2SiO5,14
H8C3SeN2,60
Na2PH3O5,1
La2(GaNi)5,37
La8Al7InO24,215
Li6V3P8O29,0
CsHgBr3,215
SrMgIn3,117
Lu(FeSn)6,188
Na4Nb9(P2O13)3,17
B3Rh7,183
Al3P2(H4O7)2,1
LiAlSiO4,178
K2NaPdF6,219
CuI4,119
CaAgO2,64
Hf3Si2,125
Zr4Os2N,221
CrO2,61
MnB4W3,24
LiV2(SO4)3,13
Rb3TeH6(ClO2)3,165
CaU(PO4)2,61
ThSnRh,186
MoP4H36(C6Cl)2,119
Mn7CdO12,146
Zn8Ag5,211
BiP2O7,13
La2MgI8,14
Li2Cr(Si2O5)3,1
HoMgV2O6,0
PrSmO2,164
ScB2C,133
Bi6Cl3O7F,61
AlCrFe2,121
Li6MnV3(PO4)6,0
ThMn4(CuO4)3,201
NaFe3(PO4)3,14
Ba(IO3)2,14
SrBi3Cl3O4,105
Ba6Li2Si4ClO15,191
CeZnGa,191
LiEr6B3O14,13
Ba8Ga7,195
MgMo2(PO5)2,0
Ga2Ir,62
Zr(TlS)4,1
Li2SmPCO7,10
TmCu(MoO4)2,14
Tb5Bi3,61
LiP3(WO6)2,56
EuBO3,39
K3Sc(PO4)2,145
CaUI6,14
TbSnPd2,219
Li5V6O5F19,0
Na3Mn2P2(CO7)2,6
Lu3BC3,62
Tb2ZnCu,121
U(Al10V)2,221
SrBi3,215
AgHg2NO5,61
Er3(Si3Ru)4,63
Mn2V3Ni(PO4)6,144
Zn3As2(HO)16,11
BaLa2Ti3O10,62
LaBi2Au,127
YSiPd2,61
Sr3La(CoO4)2,37
Li3Mo3(PO4)4,13
Li2Cr2O7,1
Er(Al3Ni)3,153
CdH5Br3N2,13
Dy3Zn11,70
K2PrBr5,61
Na4Si3(SnO6)2,165
Li2MnCoO4,9
UGa,184
Cs4Fe2O5,14
YAgGe,186
Zr2N2O,10
Li6Al13Cu8,125
CaMg30CrO32,121
Ca8Ti3Mn5O24,5
MgGaIr2,219
Zn3Fe4(BiO4)6,1
Ba2LaIrO6,13
Ni(PO3)3,53
LiVCoO4,62
CeSe2,61
AlCo3,191
Li4Cr3Sn3(TeO8)2,7
HoBrO,127
Ba2AlInO5,191
DyBi2IO4,121
Eu(GeAu)2,137
Li3Ni2(PO4)3,13
TmLuMg2,219
TbBi2ClO4,121
CoSb2,57
Nd(CoP)2,137
Li2SnTeO6,33
ZrO2,135
Nb3Tl2Cl9,11
NaTiVS4,7
Ge5(Te4As)2,162
Nb2O5,0
Ho2TiO5,61
Sr3CaIr2O9,13
SmNiGe3,64
CaH8(NO5)2,13
Sr2UNiO6,13
MgBi4(P2O7)4,0
Rb2(TcSe2)3,14
Ba3V2P6(HO4)6,165
TaCuO3,11
Li3Fe8(BO3)8,0
LaAl12O19,183
LuCo3P2,58
Gd2B4O9,14
CoH12C2(I2N)2,60
TiS3,10
BaLa2Cl8,11
MgSn3(P2O7)2,13
K4BaNb5O15,11
LaCd11,215
Tm8Ga3Co,183
AgSnS2,121
MnCd4S5,7
Tl2SnSe3,61
TiGeP2SO12,0
La(CeB8)3,121
Yb2Ga10Ru3,125
Li2WO4,146
Sr7CaTi8O20,0
Pm2AgRh,219
ZnFe3,64
K3Ta2Ag3Se8,14
PmDyMg2,219
Ho2B6Os,54
Ta2MnO6,14
Ce6B2(CBr)3,9
La2TlHg,219
HoCdCu4,210
Hf2N2O,0
LiCo(CO3)2,0
Cu5(PO6)2,1
LiFe(SeO3)2,120
Pm2ZnSn,219
Zr4Pd,137
W(BrO)2,50
SrNi2(PO4)2,1
Lu(HO)3,146
KTiCu3Se4,209
Na4HfMgSi(PO6)2,8
Cu2GeSe3,8
NaSc(SiO3)2,14
Cr2CuO4,73
DyBO3,1
Li12CrNi3P4(CO7)4,5
H4PbI3N,7
SrO10,122
K2LiAuF6,219
Y3CrS6,57
SrCa7Mn6Al2O21,0
Eu3Y,191
Li3Co2(PO4)3,13
Gd(SO4)3,60
LiCo5O7F,7
GeBr2,14
MnVP2,25
CsLu(MoO4)2,14
LiV4CuO12,4
Fe2C,57
CdCu2(BO3)2,13
BaY3Cl11,50
VGeRu2,219
K2NaPrI6,219
K3NaMnCl6,165
NaMg3V3Cr3Si6B3H3O31,0
LiTi2(PO4)3,1
Er7(TeAu)2,11
KClO3,158
Ce2CdSe4,120
KAl2P2H9O13,31
Nd2(SeO3)3,61
CaSi2(BO4)2,61
LaSiNi,107
Nb3FeSe6,179
BaNiP2O7,1
K(Cu2Sb)2,164
Mg4Zn7,11
SrCa3TiMn3O10,0
Na3MgC2BrO6,221
Cs2CoSiO4,35
Li19Cr4P8O35F,0
TlFeSe2,11
Na2ScNb3Si4(SO12)2,0
Al9Cr3Si,191
NiBiO3,61
AlSbI6,11
CdP2(HO)4,14
TmBPt2,177
MnGeO3,146
Eu(In2Ag)4,137
CaAl2O4,61
Zn2MoWO6,0
Al3Bi5Cl12,165
PrSmIn2,219
CuTePb3CO10,28
Na5BiO5,11
La3LuSe6,57
KYP2H4O9,13
Y3GaO6,35
Rb2EuAgCl6,219
Al5Sb3O16,11
TaO2,87
Zn4As2O9,13
Cs4MgZr3(PO4)6,3
LiCoSnO4,93
K2Zn(H2N)4,13
PdF2,134
BaLaCl5,1
Er(AlFe2)4,137
Rb2CuF6,219
Na3AlS3,13
BaLaCl5,13
Nd4GeO8,61
LiVO2,35
Li2MgGe,210
Na2B5H5O11,32
NbAlFe4,162
DyGa3Cu,117
KHo2CuSe4,62
GeP2,202
Sr2LiFe2N3,14
Nd6Zn4Pd13,223
La3Ru,61
Ti(NbS2)3,179
Cs2NaCeF6,219
Co3(OF2)2,1
Mn2Fe3P6WO24,144
YHo3,215
DyAlGe,62
P4SO6,13
HIO3,18
FeOF,5
Li5Cu(HO2)2,61
LaBPt4,188
Na7Y2Si3Ge2(PO8)3,0
Ca(SiNi)2,137
Na4AlFe3O8,0
Ti3GeC2,191
Ge2N2O,139
Co3S4,221
Tm(CuGe)2,137
MgCu5,153
BaHg3,191
PCN2Cl3,13
CaSeO4,63
BiH14C4N8Cl5O2,61
ThAsSe,127
Li3In,137
SrSiGe,184
Ta3GaSi3(SO8)3,0
BaCaI4,61
HoMnGe,61
Tb3Ge5,187
Li2AlCoO4,61
P3(PbO5)2,7
Co3P2(H2O3)4,61
ZnAsPt5,121
NaTaNbSi2PO12,0
Na3Ir(NO2)6,164
MgIn6WO12,146
Mg30NbCuO32,121
Zr2Al,138
BaEuYWO6,1
Sr10Al4Si6O,70
Ce5Ge3C,190
V2SnO7,202
NaScSiSn(SO6)2,8
ScH7(NO5)2,1
V(MoS2)2,14
HoTiO3,61
AlH3,57
LiFe3O4,9
PaZnRu2,219
Na2(NiO2)5,1
Sc2GaPt,219
Ce2USe5,61
LuZn12,137
CsBiF6,146
Li2CuPO4,5
NaB5H10O13,14
Zr2NiS4,7
LiCr6P7O24,10
La7Mo7O30,146
Rb2AlTlF6,219
Fe2P12W,59
LiHg,215
Ba2ErCu3O7,46
Li95Mn16O64,24
NaMg30BO31,24
CsSc3H6(Se3O10)2,61
Cu3MoSO9,61
K2Pt,219
Li3MnV(PO4)3,0
Na3As7,13
Na9Nb2Zn4(PO4)9,0
Li6NbFe5O12,7
LaCe(SiPd)4,121
CsNa2H3(SO4)3,195
PbS,11
V2O3F,73
SbOF,61
BaNp(PO4)2,14
LiTm2Ru,219
MgMn4(CuO4)3,201
Li7Mn2(CoO4)3,1
Li11Ti8Fe5O32,0
UCrO4,59
ZnIn2SnAs4,119
CeMg2Ni9,164
LiVSiO4,6
B84O11,0
LiV3(TeO6)2,1
KGaGeS4,3
Mn17Fe13O40,1
Na5Fe2P2(CO7)2,6
La6ZnSb15,7
Cs2RbAlI6,219
TiNbN2,139
YbNi2B2C,137
PNF2,32
Li2FeWO6,0
Cs3Li2F5,41
RbBe2BO3F2,153
BaCd(PO3)4,13
Ca3Y9Al18CrSiO48,0
LiCo5O7F,0
LiMnOF2,6
Li4CrFe3O8,1
KNaCaMg5(SiO3)8,0
RbB10H9,32
Pm(Mg4Al3)4,211
Ce2MgCu2,125
Cs3ErO3,11
Cs2NaGaF6,219
NaFeAsCO7,3
SeO2,25
Sr2SmTa(CuO4)2,121
LiVPO4,157
Te2Mo3WSe6,154
Er2Mo4O15,13
NdTl(WO4)2,59
BaCaLaSbO6,1
LiMnPO4,36
TlAsPt5,121
RbFeCl3,215
Ba3Cr2O8,7
LiBe2Pt,219
Zr2CoSi2,11
Li5Cu6(P2O7)4,1
Li3Mn4(BO3)4,0
ErP,219
SiO2,8
InCl,35
MgPd2,61
NaCdPO4,32
BaMnO3,191
KZr6CCl15,50
Tb2(Ni2B)5,60
Mg3In,191
Gd5(RuO7)2,11
ErAlGeO5,54
BaSrNiWO6,210
EuGe2,162
Ag3O4,13
Ti5As3,61
In2CuAg(TeSe)2,4
CoSb2S2(OF3)4,1
CsH2F3,18
Pr(Al5Os)2,62
ZrTiTe4,9
Pb3Se2(IO3)2,14
Ba10Nd4Y(MoO6)5,1
Pr2Sn3(PbS4)3,25
CoPtO2,164
V3Sn,217
Na4H4PdPt,121
LiVF4,59
Sn(PO3)2,13
CeI3,10
BaBiF7,13
YbCuSi,191
Li2NiO2F,162
LaMgI5,3
ZnS,183
Pa3Al,137
CaPrTi2O6,30
ScPS4,1
Ca3Mg(CO3)4,1
Ba6ZrO8,219
Ti3V2Ni(PO4)6,144
Rb2InAsBr6,219
Mn2InO5,62
ErHg2,188
NaLaFeWO6,3
Mg3(Al9V)2,221
V2Co2O7,13
Li5FeO3F2,7
Li4Fe3Cu3(SbO8)2,7
Er3Tm,191
PrSb3,215
Th2(FeNi)5,46
Li2CoP2O7,0
Mg(BC)2,57
Rb2EuF5,32
LiSm2IrO6,13
Ti4(PO5)3,42
NbCrGa,37
Na4La3Ta(PO4)6,0
TiGa,121
SmMnGe2,62
Ho12Al7Si,138
Nd5Sn3,190
SrLaCoO4,40
Li2MnCoO4,11
Mn2BeO4,61
Li2NiO2,164
PrB4(IrOs)2,76
LiPWO4F,1
TiCo(PO4)2,10
LiV4OF11,0
Pm3Tm,191
Mg3ZnO4,164
TiFe2,191
Ca(BiO2)2,7
V2CdO6,11
Cs2Th(Si2O5)3,35
Dy5B2C5,128
MgV12Zn6O24,0
NdIr2,221
Li4Mo3O8,164
LiP4WO12,11
Eu2BIN2,1
MnOF,9
V4O5F7,4
LiSbS2,146
Fe8SiO12,10
ZnInRh2,219
Li8MnNi7(PO4)12,0
Li2HN,158
Co3Ni3S8,164
Tb2MnGa6,219
HoMnO3,35
Li2Mn3FeO8,164
Li4Mn3Fe(BO3)4,0
CdI2,154
Li4MnCo2O7,0
Mg(BeN)2,162
LiFePO4,81
Na4MoO5,1
NaCa9TaTi9O30,5
Cr5(Te3Se)2,154
Tm2AgAu,219
HfPd3,215
TbAlNi,186
Cs2ScCuF6,219
PWO5,69
ThSb,215
Li3Fe4CoO8,11
CaSi7N10,6
Na6Mg4Nb8Si9(SO8)9,0
CsNiF3,164
LiCu4(PO4)3,57
Li5Sb(P2O7)2,1
Rb2Hf2O5,121
Tb2VFeO6,13
AlP(H2O3)2,60
NaAcAu2,219
KLaO2,164
BaCu2GeS4,150
BaNd2ZnO5,138
AlPO4,146
SrCa,64
LiTiP2O7,1
YInPd2,219
PuPt3,191
Cs3Sb2N3(O3F2)3,14
VF3,165
Sr2MnMoO6,13
Cu64O,37
Hf5NiSn3,190
Nd2MgTl,219
SrH12(ClO3)2,148
Cs2KEuCl6,219
LiCo(PO3)4,11
Li6(NiO2)13,1
Y6O5F8,13
KBi(PS3)2,3
SrTeO3,0
ScGa2Ni,62
Li2InAu,210
AlFe2Ge,219
Te2W,191
Na2Ta3GaSi4(SO12)2,0
La2Rh7,164
Sr4Br6O,135
MgTaRu2,219
CsHO,18
UMnAl,37
CrFe3Sb4,162
Y5Ir3,190
KCaBr3,61
InSnTe2,164
Li6Mn3CoO10,7
Na8ZnSi4Sn3(PO12)2,0
CsCu2I3,62
V2Cd4(TeO5)3,18
Ti3Mn2V(PO4)6,144
Rb2BiPWO8,72
Li2Cr(PO4)2,13
LiMnPO4,32
Mn2O3,91
Ta6Cr(CS2)3,11
NaMgSO4F,14
Li2Cu4S3,61
SiRu,195
DyLuTl2,219
Ba3NdRu2O9,14
MgCu2(IrS2)4,164
In3Ag3(HgTe4)2,80
K3GaO3,11
USb,215
MnTl(VS2)4,11
Li5Fe2P2(CO7)2,0
RbV2CrO7,12
CuSe2Cl,13
Hf5Al3C,190
NaVPO5,61
Fe4CuNiO8,11
Sm2Si5Rh3,71
K2Na(SbO3)3,33
LiCr(Si2O5)2,0
Mg6ZrCd,37
RbGdH2S2O9,13
Li10Mg12Fe(PO4)12,1
ReNi(PbO3)2,219
As3Pd4Pb,43
TiHg6P4Cl7,202
Mn3Al2V3,158
CsNa3PbO4,1
NaMg2Zr2PS5O24,0
Na2VO3,69
CeB2C,164
PrMn7O12,201
LiHfMg30O31,24
Nb6O15F,50
SmNiP,191
NaUF6,219
Na3Nb12O31,2
ZnCo2Ge,219
PtCl3,146
NaTe,59
Na3(WO3)4,223
Tm5Ir2,14
NdTiFe11C,43
KB5(H2O3)4,40
Tm2Co7B3,188
Ce4CdPd,210
Co29Ge13O56,144
Cs2SnBr6,219
K2Sb4O11,11
NaW6NCl18,173
Al2CrO5,62
NaCa2Nb8(BiO4)9,5
ZnS,183
NdP2(HO2)3,13
BiBr3,11
Zr6Al16Pd7,219
Li3Fe4(BO3)4,0
SrLaAlCuO5,56
HoSiRu2C,62
LaNdCo10,46
Er2Ge2Ru,11
CuClF10,13
Li2AlCoO4,32
LuIn,121
Cs3Sb2I9,191
DyScRu2,219
Rb2LiPr2(WO4)4,0
Fe2CoO4,221
LaCoGe2,62
MgPt7,219
Cs2CuH12(SO7)2,13
La3S3N,61
Na3Ni7O12,0
TmMgGa,186
CdI2,154
K2Te,219
Mg16ZrAl12,7
LiMgCr3Se2(SO6)4,0
Y2(Ga3Ir)3,62
SiMo3,217
YNiGe2,62
Bi(Mo3S4)2,146
TbNiBi,210
K3Cr11S18,7
TaSe2,191
LiTiCl3,7
Ho2CdOs,219
ScNi,215
Cr2NiO4,45
YbPaRu2,219
Ti7Br16,57
Cr2Cu(SeS)2,210
Sr(La2Se3)4,8
Na5Hf2In2SiP5O24,0
KNa4Cl5,70
Cs2(B2O3)9,19
TbSnPt,186
Li2Mg,11
MoO2,61
Li4TiV3O8,4
CrH6C3(S2N)3,146
NaV6O15,7
ErAgSn,186
Ba6Ca2Ta(RuO6)3,154
Na3InF6,13
AsXe2F9,14
Na4HfSi3SnO12,141
TaGaBi2O7,73
NdAsSe,63
Ta7BiO19,185
Fe2P4Pb3O16,13
Mg2TcO4,73
TcO3F,13
Hf5MnSb2,138
Cu8GeSe6,8
Ba2CaGa2CuF14,14
Rb2NaSmF6,219
Ca19Ag8N7,219
La4Ti9(Si2O15)2,11
Li10Mn3Co2Ni3O16,0
Sr2ZrCrO6,219
PrNd3,137
Na4MgZrSi(PO6)2,8
Lu5Si3C,190
Rb2CeAgCl6,219
NaLiMg14O15,24
Sr4CaCl10,70
Ba3V4O13,14
Li3Fe3(PO4)4,0
Li5Mn17(SiO16)2,0
Pr3Y,215
Mn4O7F,4
LiCr2O4,8
Li5V5O12,0
Cs2CoSe2,71
Cs3FeS3,63
DyGe2Pd,70
Ti11Fe17O42,0
Li2Bi2B2O7,13
Sm(ZnP)3,191
K2MgCuF6,121
CaGe2WO6,13
BaTmCo4O7,8
La3SbO7,62
Li3CuPCO7,10
La2Ge2O7,0
LiScTl2,219
Mn6O5F7,0
TmP,219
AlSiHO4,13
TaAl3P2(SO6)4,0
LiCa3Fe5Sn3O16,5
Li4CoNi3O8,11
Ba8Cu8O19,0
Ca3Be2P4(HO2)10,13
LiMn2(PO4)2,3
CaB5H3O10,13
SnMo12PbS16,1
BaSr2In6O12,141
Li3CoO2F,1
HoS,219
Sr6Al7ClO16,120
NiAs2S6(OF)12,13
Cs2NaTlCl6,219
SrMgF4,10
Dy4CdCo,210
LiVCoO4,93
CsBaI3,61
Rb,69
Li2MnCrO4,7
Rb5Ta(TlAs2)2,61
HoTa5Ag2O15,125
LiFeSnO4,93
BaHfNbInO6,210
Tm3AlNi8,191
Y5(Si5Ir2)2,125
K2Li2TiO4,13
Sn2(PO3)5,6
Sr5(RhO3)4,163
Na34Cd6Ga92Cu7,158
Lu2MgSe4,61
CaMg6ZnO8,121
V3Zn7H3SO19,183
HoSn3,215
LiCuS,8
CsRbMo3O10,1
LiGa2Ru,219
Sn2N2O,0
Li7Mn2(CoO4)3,1
Cu2O3,203
K3Si3N5,1
DyH3,163
Na3Ag(TeS3)2,3
Na9Ta2Zn4(PO4)9,0
Na2FePCO7,0
VF5,13
Li3Co2(SiO4)2,0
Li3Ti2VO6,11
Al2HgS4,221
Rb3Cu2(BiS2)5,57
KMgV5(H8O11)2,1
KVCdO4,13
SrP2PdO7,61
Co3SbO8,0
Li7Mn4CoO12,0
Li3Fe2P2(CO7)2,3
LiMnPH2O5,32
RbBaSiHO4,3
Fe6P4H17O27,14
Cs2KCuF6,219
Eu2Ga2GeS7,111
ZnGaRh2,219
KH8W(NF3)2,13
Li7Mn4CoO12,7
BiXeF7,13
BaY2PdO5,125
Ce2Si7Rh15,215
VP2O7,14
Sr(GaS2)2,69
